#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
617	377	27236	106872	118084	-	-	ARF3	ARFIP1	-	HSU52521	Two-hybrid	physical	Kanoh H (1997)	PUBMED:9038142	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P61204	A0A024R0Y6	NP_001650	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277528	377	27236	106872	118084	-	-	ARF3	ARFIP1	-	HSU52521	Reconstituted Complex	physical	Kanoh H (1997)	PUBMED:9038142	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P61204	A0A024R0Y6	NP_001650	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277530	375	27236	106870	118084	-	-	ARF1	ARFIP1	-	HSU52521	Reconstituted Complex	physical	Kanoh H (1997)	PUBMED:9038142	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P84077	A0A024R3Q3	NP_001019398|NP_001019397|NP_001649|NP_001019399	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	-	-	-	-	-	-	Homo sapiens	Homo sapiens
277533	381	27236	106876	118084	-	-	ARF5	ARFIP1	-	HSU52521	Reconstituted Complex	physical	Kanoh H (1997)	PUBMED:9038142	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P84085	A4D0Z3	NP_001653	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	-	-	-	-	-	-	Homo sapiens	Homo sapiens
282715	27236	377	118084	106872	-	-	ARFIP1	ARF3	HSU52521	-	Reconstituted Complex	physical	Williger BT (1999)	PUBMED:10413101	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	P61204	A0A024R0Y6	NP_001650	-	-	-	-	-	-	Homo sapiens	Homo sapiens
668018	6517	27236	112408	118084	-	-	SLC2A4	ARFIP1	GLUT4	HSU52521	Affinity Capture-MS	physical	Foster LJ (2006)	PUBMED:16396496	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P14672	-	NP_001033	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	-	-	-	-	-	-	Homo sapiens	Homo sapiens
920169	528	27236	107011	118084	-	-	ATP6V1C1	ARFIP1	ATP6C|ATP6D|VATC|Vma5	HSU52521	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P21283	A0A024R9I0	NP_001686	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
920170	64786	27236	122296	118084	-	-	TBC1D15	ARFIP1	RAB7-GAP	HSU52521	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TC07	A8K8E1	NP_001139686|NP_001139685|NP_001372777|NP_001372778|NP_001372779|NP_001372781|NP_001372780|NP_001372783|NP_001372782|NP_073608	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
920171	7257	27236	113108	118084	RP11-17H4.1	-	TSNAX	ARFIP1	TRAX	HSU52521	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q99598	A0A024R3V8	NP_005990	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
920172	10413	27236	115684	118084	-	-	YAP1	ARFIP1	COB1|YAP|YAP2|YAP65|YKI	HSU52521	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P46937	A0A024R3E4|Q86T74|K0KVU2	NP_001269030|NP_001181974|NP_001123617|NP_001269026|NP_001269029|NP_001269028|NP_001269027|NP_006097|NP_001181973	P53367	B4E273|B4DS69|Q8N8M9	NP_001020764|NP_001020766|NP_001274362|NP_001274360|NP_001274361|NP_055262	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
